Company Name;Category;Address;City;Country;email;phone;fax;web;phone24;Ports;Company profile
DIAMOND SHIP CHANDLER & MARINE SERVICES;Ship Supply;Kemari;Karachi;Pakistan;info@diamondshipchandler.com;"""+923312710707""";"""No data""";https://diamondshipchandler.com/;"""No data""";No data;"We always ensure high quality services and competitive prices, the company has managed to carve out a niche of growing importance in the ship supply business. Careful choice of dedicated staff members through the years ensures that we are always ready to fulfill customer demands, from the requests for quotation to the final delivery.We are pleased to hereby introduce our company as the leading Ship Chandler in Karachi Pakistan.

We are the leading sludge and garbage removal contractor of MARPOL. Garbage free of charge with sludge removal.

We provide Services at Karachi Ports, Bin Qasim Port, Gwadar Port & Gadani.

We assure you of our prompt & best services at all times.

Looking forward to your favorable response and support."
JMHKIST;IT and Software Services;BÃ¼yÃ¼kada AltÄ±nordu sk No 21 34970 Ä°stanbul Istanbul, Adalar, 34100 Turkey;Ä°STANBUL;Turkey;servisicouk@gmail.com;"""+85251396035""";"""No data""";https://www.jmhkist.com/;"""No data""";Hong Kong;No data
DNV;Classification and Inspection Services;No data;No data;Norway;No data;"""No data""";"""No data""";http://www.dnv.com/;"""No data""";No data;No data
Ashim Sutradhar | Local SEO Expert in Bangladesh;IT and Software Services;93/1 Rd No 8, Dhaka 1205;DHAKA;Bangladesh;Info@ashimsutradhar.com;"""+8801752596859""";"""No data""";https://ashimsutradhar.com/;"""+8801752596859""";No data;No data
Moriam Marine Services;Ship Supply;Fahim plaza, 2nd floor, solt gola crossing, Bondor, Chittagong(4100), Bangladesh;Chittagong;Bangladesh;moriammarinebd@gmail.com;"""No data""";"""No data""";https://www.moriammarineservices.com/;"""+8801611-908007""";No data;"Dear Sir,
GOOD DAY!

Warm welcome for Your good Vessel at Chittagong port & Mongla port Bangladesh.

We are great pleasures to introduce
ourselves, we are Chittagong port/Customs approved leading Ship supplier in Bangladesh. We provide Ship Chandelier, repair and supply all kinds of Marine spare parts. for any type of vessels taking in to account competitive, reasonable and cost -effective budget to be Smooth Service during your vessels stay in Chittagong / Mongla port in Bangladesh.

We Supply Quality products in a wide range of categories Such As: -

ï‚§ Ship Repairing & Motor Rewinding (Our Workshop M.M.D & G.L. Approved).
ï‚§ Inspections & surveys job by LLOYDS, NKK, GL, DNV & RINA Approved.
ï‚§ Marine Supply - Deck Stores, Engine, Cabin & Stationery Supplies.
ï‚§ All kinds of Spare Parts for M/E, A/E, Turbo Charger, Motors.
ï‚§ Provisions - Fresh and frozen food, fruits, fish, vegetables.
ï‚§ Gyro Compass, Auto pilot, Radar & Navigation Items.
ï‚§ Marine Publications, Charts (British Admiralty).
ï‚§ Discharging Sludge Oil & Garbage cleaning.
ï‚§ Marine Chemicals and Lubricants Supply.
ï‚§ Tank Cleaning, Chipping & Painting job.
ï‚§ Bunker Supply (MGO, F.O. & Lube Oil).
ï‚§ Purchasing Rejected Goods Contractor.
ï‚§ Safety Items Supply (LSA & FFA).
ï‚§ Owner protecting agency service.
ï‚§ Under Water & Diving Services.

We look forward to a Valued Cooperation and Assure you of our Service with Quality at all Times.
Given the Opportunity, we are Confident of being Able to provide a high degree of Satisfaction for a long and mutually Fruitful Business Partnership.
Sincerely yours,

Thanks & Best regard's,
ASHRAFUL OPU || MANAGER
MORIAM MARINE SERVICES. (Reliable One Stop Marine Service)
CELL â€“ +880 1715 100 803, +880 1611 908 007 (WhatsApp)
Email: moriammarinebd@gmail.com
info@moriammarineservices.com
Office: Fahim Plaza (1st Floor), Eshan Mistry Hat Soltghola Rail Crossing, Bandar, Chittagong, Bangladesh.
https://www.moriammarineservices.com/"
Moriam Marine Services;Ship Supply;Fahim plaza, 2nd floor, solt gola crossing, Bondor, Chittagong(4100), Bangladesh;Chittagong;Bangladesh;moriammarinebd@gmail.com;"""+8801715-100803, +8801611-908007""";"""No data""";https://www.moriammarineservices.com/;"""+8801611-908007""";Chittagong;"Dear Sir,
GOOD DAY!

Warm welcome for Your good Vessel at Chittagong port & Mongla port Bangladesh.

We are great pleasures to introduce
ourselves, we are Chittagong port/Customs approved leading Ship supplier in Bangladesh. We provide Ship Chandelier, repair and supply all kinds of Marine spare parts. for any type of vessels taking in to account competitive, reasonable and cost -effective budget to be Smooth Service during your vessels stay in Chittagong / Mongla port in Bangladesh.

We Supply Quality products in a wide range of categories Such As: -

ï‚§ Ship Repairing & Motor Rewinding (Our Workshop M.M.D & G.L. Approved).
ï‚§ Inspections & surveys job by LLOYDS, NKK, GL, DNV & RINA Approved.
ï‚§ Marine Supply - Deck Stores, Engine, Cabin & Stationery Supplies.
ï‚§ All kinds of Spare Parts for M/E, A/E, Turbo Charger, Motors.
ï‚§ Provisions - Fresh and frozen food, fruits, fish, vegetables.
ï‚§ Gyro Compass, Auto pilot, Radar & Navigation Items.
ï‚§ Marine Publications, Charts (British Admiralty).
ï‚§ Discharging Sludge Oil & Garbage cleaning.
ï‚§ Marine Chemicals and Lubricants Supply.
ï‚§ Tank Cleaning, Chipping & Painting job.
ï‚§ Bunker Supply (MGO, F.O. & Lube Oil).
ï‚§ Purchasing Rejected Goods Contractor.
ï‚§ Safety Items Supply (LSA & FFA).
ï‚§ Owner protecting agency service.
ï‚§ Under Water & Diving Services.

We look forward to a Valued Cooperation and Assure you of our Service with Quality at all Times.
Given the Opportunity, we are Confident of being Able to provide a high degree of Satisfaction for a long and mutually Fruitful Business Partnership.
Sincerely yours,

Thanks & Best regard's,
ASHRAFUL OPU || MANAGER
MORIAM MARINE SERVICES. (Reliable One Stop Marine Service)
CELL â€“ +880 1715 100 803, +880 1611 908 007 (WhatsApp)
Email: moriammarinebd@gmail.com
info@moriammarineservices.com
Office: Fahim Plaza (1st Floor), Eshan Mistry Hat Soltghola Rail Crossing, Bandar, Chittagong, Bangladesh.
Visit: www.moriammarineservices.com"
Euros Marine Services & G. Suppliers - Egypt;Ship Supply;ferry port bld abd elmoniem riad st;port said;Egypt;info@euros-marine.com;"""+201064107910""";"""+200663234796""";https://euros-marine.com/;"""+201064107910""";"Port Said, 
Damietta, 
El Iskandariya (Alexandria), 
Safaga, 
Suez";"Our evolution of supply chain Management to flow products and services from point of origin to customer with highest quality and competitive prices.

specialize in the supply : of fresh , dry provisions, bonded , deck, engine, cabin stores, chemical products, safety equipmentâ€™s, B. A. charts, nautical publications, forwarding spare parts and custom clearance. Reliable service 24 /7."
HM Suppliers;Ship Supply;M Rahman Tower;Chittagong;Bangladesh;groupwallmart@gmail.com;"""01857922724""";"""+8801619222777""";https://hmsuppliers.org/;"""01619222777""";No data;No data
S Traders Marine;Ship Supply;12/A, Sajib Plaza (3rd Floor), G-Block, P.C. Road,, Halishahar;Chittagong;Bangladesh;stradersmarine@gmail.com;"""+8801688788540""";"""No data""";https://stradersmarine.com/;"""+880 1688 788540""";No data;No data
Marmara Marine Services Ltd.;Logistics and Transport;No data;Istanbul;Turkey;customercare@marmaramarine.com;"""+90 551 088 3820""";"""No data""";http://www.marmaramarine.com/;"""No data""";"Cesme, 
Yalova, 
Aliaga, 
Gemlik, 
Tekirdag, 
Hopa, 
Rize, 
Trabzon, 
Giresun, 
Ordu, 
Samsun, 
Sinop, 
Zonguldak, 
Eregli, 
Istanbul, 
Evyap, 
Bandirma, 
Erdek, 
Ã‡anakkale, 
Ayvalik, 
Ä°zmir, 
Kusadasi, 
Marmaris, 
Fethiye, 
Antalya, 
Alanya, 
Mersin, 
Iskenderun, 
Kyrenia, 
Didim, 
Bodrum";Marmara Marine provides professional boat-sitting, provisioning, tender, maintenance, tune up, repair, towing, salvage and crew services for ships and yachts of all sizes, at the most affordable prices in the region. We're always ready to go the extra mile for you, your ship and crew, at any port or anchorage in Turkey. Give us a call today!
Ancorar Shipping Services;Ship Agent, Port Agent;Av. MagalhÃ£es Barata;SantarÃ©m;Brazil;commercial@ancorarss.com;"""+5593991740173""";"""No data""";https://ancorarss.com/;"""No data""";"Vila do Conde, 
Santarem, 
Itacoatiara, 
Manaus, 
Paranagua";No data
Marine Sea Harvest;Ship Repair;Road No 2, House No 5, G Block, Halishahar, Chittagong, Bangladesh.;CHITTAGONG;Bangladesh;supply.jsmarineservice@gmail.com;"""01682036423""";"""+8801904113403""";https://jsmarineservice.org/;"""01682036423""";No data;"J S MARINE Service is a ship CHANDLER, today is one of the most reputed,
leading and reliable Shipping company in Chittagong Bangladesh.
J S MARINE SERVICE got off to its humble beginning in Bangladesh
in MARCH 2010 in the name of "" JS MARIINE"" as Ship Chandlers & Repairers
and expanded the business in all shipping services in the name of "" JS MARINE SERVICES in 2010.


Managed by an experienced team of qualified, dedicated shipping professionals and
equipped with the latest Information Technology, the company has over the span of these few years,
dynamically grown to a staff strength, which enables rendering professional Shipping services of
the highest standards to our Principals and customers across major & minor ports, ICD's & cities in Bangladesh.
OUR SERVICE
1.SHIP SPARE PARTS
2.TECHNICAL SUPPORT
3.DECK - ENGINE - CABIN STORES
4.PROVISIONS
5.MARINE & OFFSHORE REPAIRS
6.SHIP WASTE DISPOSAL
7.MARINE SAFETY EQUIPMENT
8.MISCELLANEOUS STORES
9.OTHER SERVICE
10.UPON REQUEST

fender supply, crew sign on and off, opa owner protecting agent, chipping and painting, all kinds of installation etc.

Name:Muzahidur Rahman
Position:CEO
Address: Road No 2, House No 5, G Block, Halishahar, Boropol,Chittagong
Phone: +8801682036423 & +8801904113403
mail:supply.jsmarineservice@gmail.com / supply@jsmarineservice.org"
PINTU KOTA BERJAYA;IT and Software Services;BALAI DIGITAL VALLEY ACEH, Desa Mesjid Geuledieng, Padang Tiji;PIDIE;Indonesia;aiyub76@outlook.com;"""081360313113""";"""No data""";https://balaidigital.com/;"""081360313113""";No data;No data
fieldengineer;IT and Software Services;new york;new york;United States;kriyasri1112@gmail.com;"""7324261046""";"""No data""";https://www.fieldengineer.com/blogs/tools-to-find-and-manage-remote-employees;"""7324261046""";No data;https://www.fieldengineer.com/blogs/tools-to-find-and-manage-remote-employees
fieldengineer;IT and Software Services;new york;new york;United States;kriyasri1112@gmail.com;"""7324261046""";"""No data""";https://www.fieldengineer.com/blogs/tools-to-find-and-manage-remote-employees;"""7324261046""";No data;https://www.fieldengineer.com/blogs/tools-to-find-and-manage-remote-employees
fieldengineer;IT and Software Services;new york;new york;United States;kriyasri1112@gmail.com;"""7324261046""";"""No data""";https://www.fieldengineer.com/blogs/tools-to-find-and-manage-remote-employees;"""7324261046""";No data;https://www.fieldengineer.com/blogs/tools-to-find-and-manage-remote-employees
fieldengineer;IT and Software Services;new york;new york;United States;kriyasri1112@gmail.com;"""7324261046""";"""No data""";https://www.fieldengineer.com/blogs/tools-to-find-and-manage-remote-employees;"""7324261046""";No data;https://www.fieldengineer.com/blogs/tools-to-find-and-manage-remote-employees
fieldengineer;IT and Software Services;new york;new york;United States;kriyasri1112@gmail.com;"""7324261046""";"""No data""";https://www.fieldengineer.com/blogs/tools-to-find-and-manage-remote-employees;"""7324261046""";No data;https://www.fieldengineer.com/blogs/tools-to-find-and-manage-remote-employees
fieldengineer;IT and Software Services;new york;new york;United States;kriyasri1112@gmail.com;"""7324261046""";"""No data""";https://www.fieldengineer.com/blogs/tools-to-find-and-manage-remote-employees;"""7324261046""";No data;https://www.fieldengineer.com/blogs/tools-to-find-and-manage-remote-employees
fieldengineer;IT and Software Services;new york;new york;United States;kriyasri1112@gmail.com;"""7324261046""";"""No data""";https://www.fieldengineer.com/blogs/tools-to-find-and-manage-remote-employees;"""7324261046""";No data;https://www.fieldengineer.com/blogs/tools-to-find-and-manage-remote-employees
Unique Marine Service;Ship Repair;Opposite Of Showpno, Besides AC Mosjid,G-Block, Halishahar;Chittagong;Bangladesh;supply@uniquemarineserv.com;"""+8801682036423""";"""+8801976849032""";https://www.uniquemarineserv.com/;"""No data""";No data;"Unique Marine Service Ship Chandler Company

Ship chandler and supplier range:
===========================
* Ship bunker supplier
* Provision for multi cultural seafarers.
* Deck/Engine store supply.
* Watchmen Supply daily (Day Night 24HRS) at outer anchorage & Jetty
area for your vessel safety.
* Chipping & Painting works.
* Tank/Hatch Cleaning.
* Engine room cleaning will do lump-sump basis
* Cabin, saloon stores & bond stores supply.
* Refilling Oxygen, Acetylene, Freon R-22.
* Garbage Cleaning.
* Sludge oil discharge free of cost.

Ship repair:
==========
* Steel fabrication
* Maine engine & auxiliary engine overhauling.
* All types of motor rewinding.
* Sheet metal fabrication
* Pipe work fabrication
* Welding practices including stainless/alloy, to Classification Society approval
* Engine and machinery repairs
* Marine plumbing
* Painting
* high pressure washing and short blasting
* Shipwright and carpentry
* Electrical & Electronics repairs and installations
* Marine equipment procurement

Engine and spare parts range:
=========================
* Diesel Engine (Main & Auxiliary)
* Diesel engine spares (Main & Auxiliary)
* Turbo Charger Spares
* Pump Spares
* Compressor Spares
* Purifier/Separator Spares
* Heat Exchangers/Coolers
* Stern Tube Seals
* Deck Cranes & Machinery
* Anchor & Chain
* Cathodic protection (marine & industrials . Applications)
* Anti-Fouling System
* Polypropylene, nylon ropes & wire ropes etc.
* Navigation & communication equipment & spares
* Safety equipment
* Chart & maritime publications
* Gyro compass


Md. Shuvo Hasan
Chief Executive Officer

============================
Unique Marine Service Chandler Company
================================

Opposite Of Showpno, Besides AC Mosjid, G -Block, Halishahar, Chittagong, Bangladesh.
Help Line : +880 1682 036423
Help Line : +880 976 849032
E-MAIL : supply@uniquemarineserv.com
E-MAIL : chandlers@uniquemarineserv.com
Web : https://unique-marine-service-ship-chandler-in.business.site/?m=true
Web : https://www.uniquemarineservice.com

#Ship Chandler in Bangladesh
#Ship Chandler in Chittagong
#Supplier inBangladesh
# Repair Company in Bangladesh
#Provision Supplier
#stores Supplier
#Crew Sign on and Off
# Owner Protecting Agent
# Safety items supplier
# Covid Test"
